Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_100_100_noerr,Healthy_stool_100_10_noerr,Healthy_stool_100_1_noerr,Healthy_stool_100_50_noerr,Healthy_stool_10_100_noerr,Healthy_stool_10_10_noerr,Healthy_stool_10_1_noerr,Healthy_stool_10_50_noerr
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum saccharofermentans,Proteiniphilum saccharofermentans,142,0,0,15,0,0,0,14,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,Bacteroidales bacterium CF,Bacteroidales bacterium CF,21,0,0,12,0,0,0,14,0
Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter succinogenes,Fibrobacter succinogenes,84,0,0,11,0,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,Libanicoccus massiliensis,Libanicoccus massiliensis,109,0,0,11,0,0,11,14,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. PCC 7376,Leptolyngbya sp. PCC 7376,108,0,0,33,0,0,17,32,18
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa leptomitoformis,Beggiatoa leptomitoformis,40,0,0,17,0,0,48,63,0
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,Flintibacter,Flintibacter sp. KGMB00164,Flintibacter sp. KGMB00164,87,0,0,0,12,0,10,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium maltosivorans,Eubacterium maltosivorans,81,0,0,0,17,19,16,15,27
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus albus,Ruminococcus albus,149,0,0,0,0,11,12,10,11
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,o_Clostridiales,Clostridiales bacterium,Clostridiales bacterium,57,0,0,0,0,0,22,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,Mucinivorans hirudinis,Mucinivorans hirudinis,114,0,0,0,0,0,0,13,12
