Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,Run_mock__10eb-90gr-2,Run_mock__50eb-50gr-1,Run_mock__5eb-95gr-2,Run_mock__95eb-5gr-1,Run_mock__ec-Bl-Rp-Rm-Cn-2,Run_mock__vaio-Mock-10-4-1,Run_mock__vaio-Mock-10-4-2,Run_mock__vaio-Mock-10-5-1,Run_mock__vaio-Mock-10-6-3,Run_newprimers__vaio-Mock-Newprimer-4
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea,Capnocytophaga ochracea,539,0,1,0,1,1,1,1,6,5,6
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sp. oral taxon 323,Capnocytophaga sp. oral taxon 323,540,0,1,0,1,1,1,1,6,5,6
NA,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,Carboxydothermus hydrogenoformans,Carboxydothermus hydrogenoformans,541,0,0,0,2,0,0,2,3,1,1
NA,Bacteroidota,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Encarsia pergandiella,Cardinium endosymbiont of Encarsia pergandiella,542,67,63,57,34,1,18,22,16,24,20
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium inhibens,Carnobacterium inhibens,543,0,4,0,18,1,1,4,4,6,5
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,Carnobacterium maltaromaticum,544,0,0,0,0,0,1,3,4,3,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. 17-4,Carnobacterium sp. 17-4,545,0,4,0,18,1,1,4,5,6,6
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. CP1,Carnobacterium sp. CP1,546,0,4,0,18,1,1,4,4,6,6
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,Castellaniella defragrans,Castellaniella defragrans,547,0,1,0,1,14,2,5,9,4,6
NA,Actinomycetota,Actinomycetes,Catenulisporales,Catenulisporaceae,Catenulispora,Catenulispora acidiphila,Catenulispora acidiphila,548,0,0,0,0,2,0,1,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter henricii,Caulobacter henricii,549,1,1,0,1,0,9,8,3,6,2
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis,Caulobacter segnis,550,3,2,1,1,3,12,31,4,7,3
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp. K31,Caulobacter sp. K31,551,0,1,0,3,3,9,10,2,6,6
NA,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,Caulobacter vibrioides,552,2,2,1,3,5,13,29,5,7,6
NA,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Candidatus Viadribacter,Candidatus Viadribacter manganicus,Caulobacteraceae bacterium OTSz_A_272,553,1,1,1,0,0,10,14,10,14,7
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri,554,0,1,0,2,10,4,10,3,2,2
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,g_Celeribacter,Celeribacter,555,0,0,0,1,3,3,7,2,4,0
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter indicus,Celeribacter indicus,556,1,4,1,11,8,43,59,40,45,38
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Celeribacter,Celeribacter marinus,Celeribacter marinus,557,2,6,1,18,12,35,33,30,44,22
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas fimi,Cellulomonas fimi,558,0,0,0,0,0,1,0,0,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas flavigena,Cellulomonas flavigena,559,2,0,0,4,18,4,3,3,8,5
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas gilvus,Cellulomonas gilvus,560,0,0,0,0,0,1,1,0,0,1
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola,Cellulophaga algicola,561,1,1,1,0,6,4,2,0,6,4
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica,Cellulophaga baltica,562,1,1,1,0,6,4,2,0,6,4
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga lytica,Cellulophaga lytica,563,0,1,0,0,2,1,1,0,3,4
NA,Bacillota,Clostridia,Lachnospirales,Cellulosilyticaceae,Cellulosilyticum,Cellulosilyticum lentocellum,Cellulosilyticum lentocellum,564,50,49,47,52,6,22,38,22,34,3
NA,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio japonicus,Cellvibrio japonicus,565,3,5,0,13,29,33,53,37,47,26
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Chania,Chania multitudinisentens,Chania multitudinisentens,566,0,1,0,3,5,3,2,5,1,2
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Chelativorans,Chelativorans sp. BNC1,Chelativorans sp. BNC1,567,16,18,11,70,5,29,54,41,55,30
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,g_Chelatococcus,Chelatococcus,568,0,0,0,0,0,1,0,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Chelatococcaceae,Chelatococcus,Chelatococcus sp. CO-6,Chelatococcus sp. CO-6,569,1,2,0,3,0,21,20,24,23,9
NA,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga pinensis,Chitinophaga pinensis,570,6,4,2,1,4,7,12,1,6,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,g_Chlamydia,Chlamydia,571,0,0,0,0,0,0,2,1,1,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia abortus,Chlamydia abortus,572,0,0,0,1,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia avium,Chlamydia avium,573,0,0,0,1,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia caviae,Chlamydia caviae,574,0,0,0,1,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia felis,Chlamydia felis,575,0,0,0,0,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia gallinacea,Chlamydia gallinacea,576,0,0,0,1,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia muridarum,Chlamydia muridarum,577,0,0,0,0,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pecorum,Chlamydia pecorum,578,0,0,0,1,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pneumoniae,Chlamydia pneumoniae,579,0,0,0,0,0,1,1,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia psittaci,Chlamydia psittaci,580,0,0,0,1,0,1,0,0,0,0
NA,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis,Chlamydia trachomatis,581,0,0,1,0,1,1,0,0,1,0
NA,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Chloracidobacterium,Chloracidobacterium thermophilum,Chloracidobacterium thermophilum,582,4,9,6,4,2,3,6,1,5,6
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,g_Chlorobaculum,Chlorobaculum,583,5,3,5,9,0,0,1,0,3,1
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum limnaeum,Chlorobaculum limnaeum,584,60,32,40,145,5,5,7,14,18,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum parvum,Chlorobaculum parvum,585,36,19,27,91,1,7,10,10,17,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Chlorobaculum tepidum,Chlorobaculum tepidum,586,62,35,42,147,7,9,14,16,21,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,f_Chlorobiaceae,f_Chlorobiaceae,Chlorobiaceae,587,0,0,0,1,0,0,0,0,0,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,g_Chlorobium,Chlorobium,588,5,3,5,10,0,0,1,1,3,1
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium chlorochromatii,Chlorobium chlorochromatii,589,36,19,27,89,3,6,6,9,16,1
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium limicola,Chlorobium limicola,590,39,20,28,93,3,8,9,14,21,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeobacteroides,Chlorobium phaeobacteroides,591,66,46,45,152,12,14,14,21,29,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides,Chlorobium phaeovibrioides,592,36,19,27,90,1,7,10,9,17,0
NA,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aggregans,Chloroflexus aggregans,593,0,0,0,0,0,0,0,0,0,2
NA,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aurantiacus,Chloroflexus aurantiacus,594,0,0,0,0,0,0,0,0,0,6
NA,Chloroflexota,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus aurantiacus,Chloroflexus sp. Y-400-fl,595,0,0,0,0,0,0,0,0,0,6
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chloroherpetonaceae,Chloroherpeton,g_Chloroherpeton,Chloroherpeton,596,1,0,0,1,0,0,0,0,0,0
NA,Chlorobiota,Chlorobiia,Chlorobiales,Chloroherpetonaceae,Chloroherpeton,Chloroherpeton thalassium,Chloroherpeton thalassium,597,16,13,13,28,4,4,4,3,3,2
NA,Myxococcota,p_Myxococcota,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces crocatus,Chondromyces crocatus,598,0,0,0,1,1,0,1,0,0,2
NA,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,f_Chromatiaceae,f_Chromatiaceae,Chromatiaceae,599,0,0,0,1,0,0,0,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium vaccinii,Chromobacterium vaccinii,600,1,3,3,0,47,34,25,31,47,26
NA,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium violaceum,Chromobacterium violaceum,601,1,3,1,0,53,32,18,16,41,7
NA,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Chromohalobacter,Chromohalobacter israelensis,Chromohalobacter salexigens,602,17,27,11,39,17,19,44,28,33,3
NA,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis,Chroococcidiopsis thermalis,603,0,0,0,0,1,0,1,0,3,0
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gallinarum,Chryseobacterium gallinarum,604,0,0,0,0,1,1,1,2,1,1
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium glaciei,Chryseobacterium sp. IHB B 10212,605,0,0,0,0,1,0,1,0,1,0
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. IHB B 17019,Chryseobacterium sp. IHB B 17019,606,0,0,0,0,1,1,1,1,1,3
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. StRB126,Chryseobacterium sp. StRB126,607,0,0,0,0,1,1,1,2,1,4
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus,Citrobacter amalonaticus,608,0,0,1,2,18,7,11,6,14,8
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Citrobacter freundii,609,0,0,0,0,0,1,0,0,2,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,Citrobacter koseri,610,1,1,0,8,159,43,43,66,71,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,Citrobacter rodentium,611,1,1,3,5,124,57,59,41,63,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. FDAARGOS_156,Citrobacter sp. FDAARGOS_156,612,0,0,0,0,0,1,0,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,g_Citromicrobium,Citromicrobium,613,0,0,0,0,0,1,0,0,0,0
NA,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Citromicrobium,Citromicrobium sp. JL477,Citromicrobium sp. JL477,614,0,1,0,1,0,2,5,2,1,8
NA,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Clavibacter,Clavibacter michiganensis,Clavibacter michiganensis,615,5,6,1,17,37,13,18,18,16,43
NA,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus porcorum,Cloacibacillus porcorum,616,7,15,8,44,3,5,9,5,7,25
NA,Bacillota,Clostridia,Eubacteriales,o_Eubacteriales,o_Eubacteriales,o_Eubacteriales,Clostridiales,617,0,0,0,1,0,0,0,0,0,0
NA,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile,618,459,336,456,193,16,119,119,139,176,16
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,g_Clostridium,Clostridium,619,0,2,1,0,0,0,0,0,0,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium aceticum,Clostridium aceticum,620,16,31,17,80,3,7,7,5,9,5
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium acetobutylicum,Clostridium acetobutylicum,621,0,0,2,0,0,2,2,3,1,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium autoethanogenum,Clostridium autoethanogenum,622,157,189,171,123,25,51,73,72,65,10
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium baratii,Clostridium baratii,623,3,2,1,3,2,6,5,3,9,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,Clostridium beijerinckii,624,2,2,0,4,3,10,12,8,12,2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium bornimense,Clostridium bornimense,625,0,0,0,2,0,8,6,6,6,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum,626,1015,735,1101,412,29,176,153,212,248,21
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium butyricum,Clostridium butyricum,627,0,0,0,1,0,9,9,5,11,2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium carboxidivorans,Clostridium carboxidivorans,628,0,0,1,3,2,1,1,1,0,3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cellulovorans,Clostridium cellulovorans,629,0,1,3,1,1,1,4,1,1,3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium formicaceticum,Clostridium formicaceticum,630,15,31,17,80,4,7,7,5,9,5
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri,Clostridium kluyveri,631,1009,726,1096,394,28,171,145,205,240,18
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium ljungdahlii,Clostridium ljungdahlii,632,157,189,171,123,24,51,73,72,65,6
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium novyi,Clostridium novyi,633,0,1,1,2,0,1,1,1,0,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium pasteurianum,Clostridium pasteurianum,634,2,2,2,4,2,10,13,8,14,3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium perfringens,635,10,13,10,11,2,23,30,22,18,4
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharobutylicum,Clostridium saccharobutylicum,636,2,2,0,3,2,10,8,5,12,2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,Clostridium saccharoperbutylacetonicum,637,2,2,0,4,2,10,11,7,12,2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium scatologenes,Clostridium scatologenes,638,0,0,1,3,2,1,1,1,0,3
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. BNL1100,Clostridium sp. BNL1100,639,11,15,18,6,0,5,6,10,9,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. SY8519,Clostridium sp. SY8519,640,0,0,0,1,0,1,0,2,1,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sporogenes,Clostridium sporogenes,641,1011,728,1098,398,28,170,147,205,241,14
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium taeniosporum,Clostridium taeniosporum,642,3,6,2,14,0,4,5,9,7,4
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tetani,Clostridium tetani,643,1011,732,1099,405,28,172,147,205,241,15
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,Clostridium tyrobutyricum,644,1010,727,1097,396,28,171,144,204,240,14
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,g_Collimonas,Collimonas,645,2,0,0,3,2,0,2,3,3,5
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas arenae,Collimonas arenae,646,11,3,1,14,218,97,119,96,106,46
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans,Collimonas fungivorans,647,20,4,4,23,374,266,290,210,207,67
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas pratensis,Collimonas pratensis,648,11,3,1,14,184,90,115,88,104,42
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia psychrerythraea,Colwellia psychrerythraea,649,0,1,0,2,7,2,3,4,3,2
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. MT41,Colwellia sp. MT41,650,0,1,0,2,7,2,3,4,3,2
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. PAMC 20917,Colwellia sp. PAMC 20917,651,6,2,1,17,5,3,5,4,4,4
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas raichei,Comamonadaceae bacterium A1,652,3,2,1,3,18,9,14,21,21,12
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinimonas,Serpentinimonas maccroryi,Comamonadaceae bacterium B1,653,3,2,1,2,18,9,14,21,21,12
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,Comamonas testosteroni,654,3,2,1,2,16,31,31,12,20,10
NA,Actinomycetota,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter woesei,Conexibacter woesei,655,1,2,0,1,0,2,3,4,0,10
NA,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Actibacterium,Actibacterium sp. EMB200-NS6,Confluentimicrobium sp. EMB200-NS6,656,3,8,7,9,4,41,24,33,47,9
NA,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,Coprothermobacteraceae,Coprothermobacter,Coprothermobacter proteolyticus,Coprothermobacter proteolyticus,657,0,0,0,1,0,0,0,1,2,1
NA,Verrucomicrobiota,Opitutia,Puniceicoccales,Coraliomargaritaceae,Coraliomargarita,Coraliomargarita akajimensis,Coraliomargarita akajimensis,658,0,0,0,1,1,0,3,1,1,0
NA,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus coralloides,Corallococcus coralloides,659,0,3,2,13,7,5,3,3,3,9
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Berryella,Berryella intestinalis,Coriobacteriaceae bacterium 68-1-3,660,16,61,14,141,6,7,19,11,11,41
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,Coriobacterium glomerans,Coriobacterium glomerans,661,2,3,0,2,0,4,1,0,2,23
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,g_Corynebacterium,Corynebacterium,662,0,0,0,0,0,0,1,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium argentoratense,Corynebacterium argentoratense,663,0,0,0,0,1,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium atypicum,Corynebacterium atypicum,664,0,0,0,0,1,0,1,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium callunae,Corynebacterium callunae,665,0,0,0,0,0,0,0,2,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium camporealensis,Corynebacterium camporealensis,666,0,0,0,0,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium casei,Corynebacterium casei,667,0,0,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium deserti,Corynebacterium deserti,668,0,0,0,0,0,0,0,2,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,Corynebacterium diphtheriae,669,0,0,0,0,0,6,0,0,1,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium efficiens,Corynebacterium efficiens,670,0,0,0,0,0,0,0,2,0,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glutamicum,Corynebacterium glutamicum,671,0,0,0,1,1,0,0,2,1,4
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium glyciniphilum,Corynebacterium glyciniphilum,672,0,0,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium imitans,Corynebacterium imitans,673,0,0,0,1,0,1,0,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium jeikeium,Corynebacterium jeikeium,674,0,0,0,0,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,Corynebacterium kroppenstedtii,675,0,0,0,0,0,0,0,0,0,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kutscheri,Corynebacterium kutscheri,676,0,0,0,0,0,3,0,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium marinum,Corynebacterium marinum,677,0,0,0,0,0,0,0,2,1,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium maris,Corynebacterium maris,678,1,1,0,1,0,1,1,2,0,2
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium mustelae,Corynebacterium mustelae,679,0,0,0,0,0,1,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pseudotuberculosis,Corynebacterium pseudotuberculosis,680,0,0,0,0,0,1,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium resistens,Corynebacterium resistens,681,0,0,0,0,1,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. ATCC 6931,Corynebacterium sp. ATCC 6931,682,0,2,0,0,11,3,8,13,8,12
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium crudilactis,Corynebacterium sp. JZ16,683,0,0,1,0,1,0,0,2,0,3
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. NML98-0116,Corynebacterium sp. NML98-0116,684,0,0,0,0,0,0,0,0,1,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium stationis,Corynebacterium stationis,685,0,0,0,0,0,0,0,0,1,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium terpenotabidum,Corynebacterium terpenotabidum,686,0,0,0,0,0,0,0,0,0,1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium testudinoris,Corynebacterium testudinoris,687,0,0,0,0,0,0,0,2,0,1
