species,abundance,sample
Blautia obeum,0.00481728417394977,healthy_stool_100_1
Blautia obeum,0.0127870148409192,healthy_stool_100_10
Blautia obeum,0.00771259456912197,healthy_stool_100_50
Blautia obeum,0.01,healthy_stool_100_100
Blautia obeum,0.00461943614822074,healthy_stool_500_1
Blautia obeum,0.00241018580285062,healthy_stool_500_10
Blautia obeum,0.00673005436246951,healthy_stool_500_50
Blautia obeum,0.002,healthy_stool_500_100
Alistipes finegoldii,0.0044739632076801,healthy_stool_100_1
Alistipes finegoldii,0.0118757025470278,healthy_stool_100_10
Alistipes finegoldii,0.00716292896412484,healthy_stool_100_50
Alistipes finegoldii,0.01,healthy_stool_100_100
Alistipes finegoldii,0.00429021552831119,healthy_stool_500_1
Alistipes finegoldii,0.00223841530128901,healthy_stool_500_10
Alistipes finegoldii,0.00625041299539691,healthy_stool_500_50
Alistipes finegoldii,0.002,healthy_stool_500_100
Bacteroides thetaiotaomicron,0.00430110179643263,healthy_stool_100_1
Bacteroides thetaiotaomicron,0.0114168586525786,healthy_stool_100_10
Bacteroides thetaiotaomicron,0.00688617344515265,healthy_stool_100_50
Bacteroides thetaiotaomicron,0.01,healthy_stool_100_100
Bacteroides thetaiotaomicron,0.00412445361290103,healthy_stool_500_1
Bacteroides thetaiotaomicron,0.0021519292016102,healthy_stool_500_10
Bacteroides thetaiotaomicron,0.00600891453841159,healthy_stool_500_50
Bacteroides thetaiotaomicron,0.002,healthy_stool_500_100
Blautia wexlerae,0.00396396561831982,healthy_stool_100_1
Blautia wexlerae,0.0105219632805656,healthy_stool_100_10
Blautia wexlerae,0.00634640984340619,healthy_stool_100_50
Blautia wexlerae,0.01,healthy_stool_100_100
Blautia wexlerae,0.00380116376911953,healthy_stool_500_1
Blautia wexlerae,0.00198325307606443,healthy_stool_500_10
Blautia wexlerae,0.00553791371630438,healthy_stool_500_50
Blautia wexlerae,0.002,healthy_stool_500_100
Roseburia intestinalis,0.00374373767783932,healthy_stool_100_1
Roseburia intestinalis,0.00993738951625711,healthy_stool_100_10
Roseburia intestinalis,0.0059938193055874,healthy_stool_100_50
Roseburia intestinalis,0.01,healthy_stool_100_100
Roseburia intestinalis,0.00358998068911665,healthy_stool_500_1
Roseburia intestinalis,0.00187306853299606,healthy_stool_500_10
Roseburia intestinalis,0.00523024118588082,healthy_stool_500_50
Roseburia intestinalis,0.002,healthy_stool_500_100
Phascolarctobacterium succinatutens,0.00322829746242244,healthy_stool_100_1
Phascolarctobacterium succinatutens,0.00856920332541876,healthy_stool_100_10
Phascolarctobacterium succinatutens,0.00516858640202967,healthy_stool_100_50
Phascolarctobacterium succinatutens,0.01,healthy_stool_100_100
Phascolarctobacterium succinatutens,0.00309570983496623,healthy_stool_500_1
Phascolarctobacterium succinatutens,0.00161518325063427,healthy_stool_500_10
Phascolarctobacterium succinatutens,0.0045101382097854,healthy_stool_500_50
Phascolarctobacterium succinatutens,0.002,healthy_stool_500_100
Bacteroides fragilis,0.00321530986252916,healthy_stool_100_1
Bacteroides fragilis,0.00853472899785442,healthy_stool_100_10
Bacteroides fragilis,0.00514779292404793,healthy_stool_100_50
Bacteroides fragilis,0.01,healthy_stool_100_100
Bacteroides fragilis,0.00308325564163671,healthy_stool_500_1
Bacteroides fragilis,0.00160868528876498,healthy_stool_500_10
Bacteroides fragilis,0.00449199370135212,healthy_stool_500_50
Bacteroides fragilis,0.002,healthy_stool_500_100
Leyella stercorea,0.00320711699745885,healthy_stool_100_1
Leyella stercorea,0.00851298183006012,healthy_stool_100_10
Leyella stercorea,0.00513467593855047,healthy_stool_100_50
Leyella stercorea,0.01,healthy_stool_100_100
Leyella stercorea,0.0030753992612164,healthy_stool_500_1
Leyella stercorea,0.00160458623079702,healthy_stool_500_10
Leyella stercorea,0.00448054774439451,healthy_stool_500_50
Leyella stercorea,0.002,healthy_stool_500_100
Bacteroides eggerthii,0.00315041081233243,healthy_stool_100_1
Bacteroides eggerthii,0.00836246074710126,healthy_stool_100_10
Bacteroides eggerthii,0.00504388789291125,healthy_stool_100_50
Bacteroides eggerthii,0.01,healthy_stool_100_100
Bacteroides eggerthii,0.00302102202459473,healthy_stool_500_1
Bacteroides eggerthii,0.00157621496653476,healthy_stool_500_10
Bacteroides eggerthii,0.00440132557380868,healthy_stool_500_50
Bacteroides eggerthii,0.002,healthy_stool_500_100
Dorea formicigenerans,0.00282700067575493,healthy_stool_100_1
Dorea formicigenerans,0.00750399982455838,healthy_stool_100_10
Dorea formicigenerans,0.00452610003300979,healthy_stool_100_50
Dorea formicigenerans,0.01,healthy_stool_100_100
Dorea formicigenerans,0.00271089448765473,healthy_stool_500_1
Dorea formicigenerans,0.00141440626031556,healthy_stool_500_10
Dorea formicigenerans,0.00394950091037895,healthy_stool_500_50
Dorea formicigenerans,0.002,healthy_stool_500_100
Bacteroides cellulosilyticus,0.00281235224942325,healthy_stool_100_1
Bacteroides cellulosilyticus,0.00746511699387295,healthy_stool_100_10
Bacteroides cellulosilyticus,0.00450264752962981,healthy_stool_100_50
Bacteroides cellulosilyticus,0.01,healthy_stool_100_100
Bacteroides cellulosilyticus,0.00269684767877494,healthy_stool_500_1
Bacteroides cellulosilyticus,0.00140707735300932,healthy_stool_500_10
Bacteroides cellulosilyticus,0.00392903612109582,healthy_stool_500_50
Bacteroides cellulosilyticus,0.002,healthy_stool_500_100
Bifidobacterium bifidum,0.00270973366809207,healthy_stool_100_1
Bifidobacterium bifidum,0.00719272589651321,healthy_stool_100_10
Bifidobacterium bifidum,0.00433835256913199,healthy_stool_100_50
Bifidobacterium bifidum,0.01,healthy_stool_100_100
Bifidobacterium bifidum,0.00259844368869193,healthy_stool_500_1
Bifidobacterium bifidum,0.00135573517785375,healthy_stool_500_10
Bifidobacterium bifidum,0.00378567139399646,healthy_stool_500_50
Bifidobacterium bifidum,0.002,healthy_stool_500_100
Odoribacter splanchnicus,0.00258493239735286,healthy_stool_100_1
Odoribacter splanchnicus,0.00686145299595701,healthy_stool_100_10
Odoribacter splanchnicus,0.0041385425583114,healthy_stool_100_50
Odoribacter splanchnicus,0.01,healthy_stool_100_100
Odoribacter splanchnicus,0.00247876806222294,healthy_stool_500_1
Odoribacter splanchnicus,0.00129329454947231,healthy_stool_500_10
Odoribacter splanchnicus,0.0036113160298014,healthy_stool_500_50
Odoribacter splanchnicus,0.002,healthy_stool_500_100
[Ruminococcus] lactaris,0.00251504765576829,healthy_stool_100_1
[Ruminococcus] lactaris,0.0066759507097045,healthy_stool_100_10
[Ruminococcus] lactaris,0.00402665530836997,healthy_stool_100_50
[Ruminococcus] lactaris,0.01,healthy_stool_100_100
[Ruminococcus] lactaris,0.0024117535183788,healthy_stool_500_1
[Ruminococcus] lactaris,0.00125832978386561,healthy_stool_500_10
[Ruminococcus] lactaris,0.00351368257223735,healthy_stool_500_50
[Ruminococcus] lactaris,0.002,healthy_stool_500_100
Bacteroides xylanisolvens,0.00248115537854661,healthy_stool_100_1
Bacteroides xylanisolvens,0.00658598693838086,healthy_stool_100_10
Bacteroides xylanisolvens,0.00397239290993214,healthy_stool_100_50
Bacteroides xylanisolvens,0.01,healthy_stool_100_100
Bacteroides xylanisolvens,0.00237925321221252,healthy_stool_500_1
Bacteroides xylanisolvens,0.00124137278435379,healthy_stool_500_10
Bacteroides xylanisolvens,0.00346633289139367,healthy_stool_500_50
Bacteroides xylanisolvens,0.002,healthy_stool_500_100
Agathobaculum butyriciproducens,0.00243976294630086,healthy_stool_100_1
Agathobaculum butyriciproducens,0.00647611473107153,healthy_stool_100_10
Agathobaculum butyriciproducens,0.00390612257241132,healthy_stool_100_50
Agathobaculum butyriciproducens,0.01,healthy_stool_100_100
Agathobaculum butyriciproducens,0.00233956078575929,healthy_stool_500_1
Agathobaculum butyriciproducens,0.00122066330387854,healthy_stool_500_10
Agathobaculum butyriciproducens,0.00340850501386982,healthy_stool_500_50
Agathobaculum butyriciproducens,0.002,healthy_stool_500_100
Bifidobacterium pseudocatenulatum,0.00233241196515409,healthy_stool_100_1
Bifidobacterium pseudocatenulatum,0.00619116193618888,healthy_stool_100_10
Bifidobacterium pseudocatenulatum,0.00373425091936254,healthy_stool_100_50
Bifidobacterium pseudocatenulatum,0.01,healthy_stool_100_100
Bifidobacterium pseudocatenulatum,0.00223661875764768,healthy_stool_500_1
Bifidobacterium pseudocatenulatum,0.00116695341230079,healthy_stool_500_10
Bifidobacterium pseudocatenulatum,0.00325852882129038,healthy_stool_500_50
Bifidobacterium pseudocatenulatum,0.002,healthy_stool_500_100
Roseburia hominis,0.00215760054849409,healthy_stool_100_1
Roseburia hominis,0.00572714194100541,healthy_stool_100_10
Roseburia hominis,0.00809677463727418,healthy_stool_100_50
Roseburia hominis,0.01,healthy_stool_100_100
Roseburia hominis,0.00206898692442353,healthy_stool_500_1
Roseburia hominis,0.0216597429149024,healthy_stool_500_10
Roseburia hominis,0.00301430608191699,healthy_stool_500_50
Roseburia hominis,0.002,healthy_stool_500_100
Streptococcus salivarius,0.00212555796296217,healthy_stool_100_1
Streptococcus salivarius,0.00564208799734278,healthy_stool_100_10
Streptococcus salivarius,0.0079765292127777,healthy_stool_100_50
Streptococcus salivarius,0.01,healthy_stool_100_100
Streptococcus salivarius,0.00203826034227814,healthy_stool_500_1
Streptococcus salivarius,0.0213380734726906,healthy_stool_500_10
Streptococcus salivarius,0.00296954053876925,healthy_stool_500_50
Streptococcus salivarius,0.002,healthy_stool_500_100
Mediterraneibacter gnavus,0.00210396777386555,healthy_stool_100_1
Mediterraneibacter gnavus,0.00558477892890755,healthy_stool_100_10
Mediterraneibacter gnavus,0.00789550823991341,healthy_stool_100_50
Mediterraneibacter gnavus,0.01,healthy_stool_100_100
Mediterraneibacter gnavus,0.00201755687194952,healthy_stool_500_1
Mediterraneibacter gnavus,0.0211213336569525,healthy_stool_500_10
Mediterraneibacter gnavus,0.00293937766253661,healthy_stool_500_50
Mediterraneibacter gnavus,0.002,healthy_stool_500_100
Coprococcus catus,0.00206988114313884,healthy_stool_100_1
Coprococcus catus,0.00549429926500558,healthy_stool_100_10
Coprococcus catus,0.0077675921771692,healthy_stool_100_50
Coprococcus catus,0.01,healthy_stool_100_100
Coprococcus catus,0.001984870194464,healthy_stool_500_1
Coprococcus catus,0.0207791444324962,healthy_stool_500_10
Coprococcus catus,0.00289175645740516,healthy_stool_500_50
Coprococcus catus,0.002,healthy_stool_500_100
Streptococcus thermophilus,0.00201074641154301,healthy_stool_100_1
Streptococcus thermophilus,0.00533733184036854,healthy_stool_100_10
Streptococcus thermophilus,0.00754567872089885,healthy_stool_100_50
Streptococcus thermophilus,0.01,healthy_stool_100_100
Streptococcus thermophilus,0.00192816415286772,healthy_stool_500_1
Streptococcus thermophilus,0.0201855020714941,healthy_stool_500_10
Streptococcus thermophilus,0.00280914145194169,healthy_stool_500_50
Streptococcus thermophilus,0.002,healthy_stool_500_100
Prevotella bivia,0.00188294176042268,healthy_stool_100_1
Prevotella bivia,0.00499808675712193,healthy_stool_100_10
Prevotella bivia,0.00706606934258319,healthy_stool_100_50
Prevotella bivia,0.01,healthy_stool_100_100
Prevotella bivia,0.00180560849619947,healthy_stool_500_1
Prevotella bivia,0.0189024954053495,healthy_stool_500_10
Prevotella bivia,0.00263059017309715,healthy_stool_500_50
Prevotella bivia,0.002,healthy_stool_500_100
Alistipes inops,0.00176683188460822,healthy_stool_100_1
Alistipes inops,0.00468988432363346,healthy_stool_100_10
Alistipes inops,0.00663034666060309,healthy_stool_100_50
Alistipes inops,0.01,healthy_stool_100_100
Alistipes inops,0.00169426730516008,healthy_stool_500_1
Alistipes inops,0.017736890371657,healthy_stool_500_10
Alistipes inops,0.002468377243979,healthy_stool_500_50
Alistipes inops,0.002,healthy_stool_500_100
Holdemanella biformis,0.0017165364303764,healthy_stool_100_1
Holdemanella biformis,0.00455637990569381,healthy_stool_100_10
Holdemanella biformis,0.00644160414360725,healthy_stool_100_50
Holdemanella biformis,0.01,healthy_stool_100_100
Holdemanella biformis,0.00164603750783443,healthy_stool_500_1
Holdemanella biformis,0.0172319838405524,healthy_stool_500_10
Holdemanella biformis,0.00239811127482657,healthy_stool_500_50
Holdemanella biformis,0.002,healthy_stool_500_100
Phocaeicola massiliensis,0.00164836517935696,healthy_stool_100_1
Phocaeicola massiliensis,0.00437542591439235,healthy_stool_100_10
Phocaeicola massiliensis,0.00618577956262507,healthy_stool_100_50
Phocaeicola massiliensis,0.01,healthy_stool_100_100
Phocaeicola massiliensis,0.00158066608072794,healthy_stool_500_1
Phocaeicola massiliensis,0.0165476255740054,healthy_stool_500_10
Phocaeicola massiliensis,0.00230287167326862,healthy_stool_500_50
Phocaeicola massiliensis,0.002,healthy_stool_500_100
Klebsiella pneumoniae,0.00153496578449122,healthy_stool_100_1
Klebsiella pneumoniae,0.00407441819038451,healthy_stool_100_10
Klebsiella pneumoniae,0.00576022843599411,healthy_stool_100_50
Klebsiella pneumoniae,0.01,healthy_stool_100_100
Klebsiella pneumoniae,0.00147192404996672,healthy_stool_500_1
Klebsiella pneumoniae,0.0154092305447624,healthy_stool_500_10
Klebsiella pneumoniae,0.00214444545954333,healthy_stool_500_50
Klebsiella pneumoniae,0.002,healthy_stool_500_100
Ruthenibacterium lactatiformans,0.00152171517592811,healthy_stool_100_1
Ruthenibacterium lactatiformans,0.00403924573174819,healthy_stool_100_10
Ruthenibacterium lactatiformans,0.00571050320236961,healthy_stool_100_50
Ruthenibacterium lactatiformans,0.01,healthy_stool_100_100
Ruthenibacterium lactatiformans,0.00145921764985162,healthy_stool_500_1
Ruthenibacterium lactatiformans,0.0152762101971623,healthy_stool_500_10
Ruthenibacterium lactatiformans,0.00212593351116218,healthy_stool_500_50
Ruthenibacterium lactatiformans,0.002,healthy_stool_500_100
Gemmiger formicilis,0.00148652687360057,healthy_stool_100_1
Gemmiger formicilis,0.00394584178715175,healthy_stool_100_10
Gemmiger formicilis,0.00557845292364069,healthy_stool_100_50
Gemmiger formicilis,0.01,healthy_stool_100_100
Gemmiger formicilis,0.00142547454691297,healthy_stool_500_1
Gemmiger formicilis,0.0149229615003364,healthy_stool_500_10
Gemmiger formicilis,0.00207677320028246,healthy_stool_500_50
Gemmiger formicilis,0.002,healthy_stool_500_100
Bacteroides intestinalis,0.00129510926076171,healthy_stool_100_1
Bacteroides intestinalis,0.00343774225060789,healthy_stool_100_10
Bacteroides intestinalis,0.00486012474475556,healthy_stool_100_50
Bacteroides intestinalis,0.01,healthy_stool_100_100
Bacteroides intestinalis,0.00124191854144921,healthy_stool_500_1
Bacteroides intestinalis,0.0130013563698743,healthy_stool_500_10
Bacteroides intestinalis,0.00180935054182561,healthy_stool_500_50
Bacteroides intestinalis,0.002,healthy_stool_500_100
Alistipes shahii,0.00127420979438575,healthy_stool_100_1
Alistipes shahii,0.00338226663881777,healthy_stool_100_10
Alistipes shahii,0.00478169583009684,healthy_stool_100_50
Alistipes shahii,0.01,healthy_stool_100_100
Alistipes shahii,0.00122187742554874,healthy_stool_500_1
Alistipes shahii,0.0127915505885966,healthy_stool_500_10
Alistipes shahii,0.00178015264944936,healthy_stool_500_50
Alistipes shahii,0.002,healthy_stool_500_100
Catenibacterium mitsuokai,0.00125090969653163,healthy_stool_100_1
Catenibacterium mitsuokai,0.00332041878299342,healthy_stool_100_10
Catenibacterium mitsuokai,0.00469425812459438,healthy_stool_100_50
Catenibacterium mitsuokai,0.01,healthy_stool_100_100
Catenibacterium mitsuokai,0.00119953427318368,healthy_stool_500_1
Catenibacterium mitsuokai,0.0125576453229698,healthy_stool_500_10
Catenibacterium mitsuokai,0.00174760092122519,healthy_stool_500_50
Catenibacterium mitsuokai,0.002,healthy_stool_500_100
Phocaeicola coprocola,0.00123164178975926,healthy_stool_100_1
Phocaeicola coprocola,0.00326927398834249,healthy_stool_100_10
Phocaeicola coprocola,0.00462195192362645,healthy_stool_100_50
Phocaeicola coprocola,0.01,healthy_stool_100_100
Phocaeicola coprocola,0.00118105770800071,healthy_stool_500_1
Phocaeicola coprocola,0.0123642184592765,healthy_stool_500_10
Phocaeicola coprocola,0.00172068242205706,healthy_stool_500_50
Phocaeicola coprocola,0.002,healthy_stool_500_100
Bifidobacterium catenulatum,0.00122267467652463,healthy_stool_100_1
Bifidobacterium catenulatum,0.00324547165369273,healthy_stool_100_10
Bifidobacterium catenulatum,0.004588301257817,healthy_stool_100_50
Bifidobacterium catenulatum,0.01,healthy_stool_100_100
Bifidobacterium catenulatum,0.00117245887813611,healthy_stool_500_1
Bifidobacterium catenulatum,0.0122741993093063,healthy_stool_500_10
Bifidobacterium catenulatum,0.00170815479085154,healthy_stool_500_50
Bifidobacterium catenulatum,0.002,healthy_stool_500_100
Adlercreutzia equolifaciens,0.00116079446625304,healthy_stool_100_1
Adlercreutzia equolifaciens,0.00308121662149409,healthy_stool_100_10
Adlercreutzia equolifaciens,0.00435608491108591,healthy_stool_100_50
Adlercreutzia equolifaciens,0.01,healthy_stool_100_100
Adlercreutzia equolifaciens,0.00111312011590699,healthy_stool_500_1
Adlercreutzia equolifaciens,0.0116529956083069,healthy_stool_500_10
Adlercreutzia equolifaciens,0.00162170417593018,healthy_stool_500_50
Adlercreutzia equolifaciens,0.002,healthy_stool_500_100
Flavonifractor plautii,0.00112087430715818,healthy_stool_100_1
Flavonifractor plautii,0.00297525242084382,healthy_stool_100_10
Flavonifractor plautii,0.00420627750957186,healthy_stool_100_50
Flavonifractor plautii,0.01,healthy_stool_100_100
Flavonifractor plautii,0.00107483949568476,healthy_stool_500_1
Flavonifractor plautii,0.0112522446983573,healthy_stool_500_10
Flavonifractor plautii,0.00156593315824356,healthy_stool_500_50
Flavonifractor plautii,0.002,healthy_stool_500_100
Bacteroides finegoldii,0.00104684529857494,healthy_stool_100_1
Bacteroides finegoldii,0.00277874957873803,healthy_stool_100_10
Bacteroides finegoldii,0.00392847066551186,healthy_stool_100_50
Bacteroides finegoldii,0.01,healthy_stool_100_100
Bacteroides finegoldii,0.00100385089174987,healthy_stool_500_1
Bacteroides finegoldii,0.0105090815140149,healthy_stool_500_10
Bacteroides finegoldii,0.00146250989439313,healthy_stool_500_50
Bacteroides finegoldii,0.002,healthy_stool_500_100
Phascolarctobacterium faecium,0.00101193960087135,healthy_stool_100_1
Phascolarctobacterium faecium,0.00268609578077816,healthy_stool_100_10
Phascolarctobacterium faecium,0.00379748091022094,healthy_stool_100_50
Phascolarctobacterium faecium,0.01,healthy_stool_100_100
Phascolarctobacterium faecium,0.000970378786736268,healthy_stool_500_1
Phascolarctobacterium faecium,0.0101586698314387,healthy_stool_500_10
Phascolarctobacterium faecium,0.00141374440026359,healthy_stool_500_50
Phascolarctobacterium faecium,0.002,healthy_stool_500_100
Bacteroides faecis,0.000971160882481665,healthy_stool_100_1
Bacteroides faecis,0.00257785261753228,healthy_stool_100_10
Bacteroides faecis,0.00364445161430765,healthy_stool_100_50
Bacteroides faecis,0.01,healthy_stool_100_100
Bacteroides faecis,0.000931274868635253,healthy_stool_500_1
Bacteroides faecis,0.00974930000747552,healthy_stool_500_10
Bacteroides faecis,0.00135677392028266,healthy_stool_500_50
Bacteroides faecis,0.002,healthy_stool_500_100
Parasutterella excrementihominis,0.000963656163541358,healthy_stool_100_1
Parasutterella excrementihominis,0.00255793206707242,healthy_stool_100_10
Parasutterella excrementihominis,0.0036162888396837,healthy_stool_100_50
Parasutterella excrementihominis,0.01,healthy_stool_100_100
Parasutterella excrementihominis,0.000924078371874161,healthy_stool_500_1
Parasutterella excrementihominis,0.00967396155661672,healthy_stool_500_10
Parasutterella excrementihominis,0.00134628934751935,healthy_stool_500_50
Parasutterella excrementihominis,0.002,healthy_stool_500_100
Slackia isoflavoniconvertens,0.000926410655764449,healthy_stool_100_1
Slackia isoflavoniconvertens,0.00245906746961389,healthy_stool_100_10
Slackia isoflavoniconvertens,0.00347651853654257,healthy_stool_100_50
Slackia isoflavoniconvertens,0.01,healthy_stool_100_100
Slackia isoflavoniconvertens,0.000888362553838369,healthy_stool_500_1
Slackia isoflavoniconvertens,0.0093000609642453,healthy_stool_500_10
Slackia isoflavoniconvertens,0.00129425498893783,healthy_stool_500_50
Slackia isoflavoniconvertens,0.002,healthy_stool_500_100
Bifidobacterium angulatum,0.000924658100387441,healthy_stool_100_1
Bifidobacterium angulatum,0.00245441548089865,healthy_stool_100_10
Bifidobacterium angulatum,0.00346994176498174,healthy_stool_100_50
Bifidobacterium angulatum,0.01,healthy_stool_100_100
Bifidobacterium angulatum,0.000886681976698227,healthy_stool_500_1
Bifidobacterium angulatum,0.00928246739302721,healthy_stool_500_10
Bifidobacterium angulatum,0.00129180655688886,healthy_stool_500_50
Bifidobacterium angulatum,0.002,healthy_stool_500_100
Eubacterium ramulus,0.000924593581632786,healthy_stool_100_1
Eubacterium ramulus,0.00245424422210562,healthy_stool_100_10
Eubacterium ramulus,0.00346969964703424,healthy_stool_100_50
Eubacterium ramulus,0.01,healthy_stool_100_100
Eubacterium ramulus,0.000886620107757818,healthy_stool_500_1
Eubacterium ramulus,0.0092818197014793,healthy_stool_500_10
Eubacterium ramulus,0.00129171642005854,healthy_stool_500_50
Eubacterium ramulus,0.002,healthy_stool_500_100
Ligilactobacillus ruminis,0.000885947448412271,healthy_stool_100_1
Ligilactobacillus ruminis,0.0023516617998962,healthy_stool_100_10
Ligilactobacillus ruminis,0.00332467325115806,healthy_stool_100_50
Ligilactobacillus ruminis,0.01,healthy_stool_100_100
Ligilactobacillus ruminis,0.000849561188594777,healthy_stool_500_1
Ligilactobacillus ruminis,0.00889385849577991,healthy_stool_500_10
Ligilactobacillus ruminis,0.00123772529807329,healthy_stool_500_50
Ligilactobacillus ruminis,0.002,healthy_stool_500_100
Dialister invisus,0.000860040476284418,healthy_stool_100_1
Dialister invisus,0.00228289424848756,healthy_stool_100_10
Dialister invisus,0.00322745279253342,healthy_stool_100_50
Dialister invisus,0.01,healthy_stool_100_100
Dialister invisus,0.000824718227453827,healthy_stool_500_1
Dialister invisus,0.00863378331347405,healthy_stool_500_10
Dialister invisus,0.00120153159961342,healthy_stool_500_50
Dialister invisus,0.002,healthy_stool_500_100
Eubacterium ventriosum,0.000838151183140189,healthy_stool_100_1
Eubacterium ventriosum,0.00222479123729173,healthy_stool_100_10
Eubacterium ventriosum,0.00314530937924881,healthy_stool_100_50
Eubacterium ventriosum,0.01,healthy_stool_100_100
Eubacterium ventriosum,0.000803727937415249,healthy_stool_500_1
Eubacterium ventriosum,0.00841404084889976,healthy_stool_500_10
Eubacterium ventriosum,0.00117095085587957,healthy_stool_500_50
Eubacterium ventriosum,0.002,healthy_stool_500_100
Hoylesella buccalis,0.000837501789858171,healthy_stool_100_1
Hoylesella buccalis,0.00222306748564352,healthy_stool_100_10
Hoylesella buccalis,0.00314287241701355,healthy_stool_100_50
Hoylesella buccalis,0.01,healthy_stool_100_100
Hoylesella buccalis,0.000803105215007137,healthy_stool_500_1
Hoylesella buccalis,0.00840752171283957,healthy_stool_500_10
Hoylesella buccalis,0.00117004361189463,healthy_stool_500_50
Hoylesella buccalis,0.002,healthy_stool_500_100
Finegoldia magna,0.000807278312000332,healthy_stool_100_1
Finegoldia magna,0.00214284218733077,healthy_stool_100_10
Finegoldia magna,0.00302945351325012,healthy_stool_100_50
Finegoldia magna,0.01,healthy_stool_100_100
Finegoldia magna,0.000774123028966204,healthy_stool_500_1
Finegoldia magna,0.00810411394774053,healthy_stool_500_10
Finegoldia magna,0.00112781947861511,healthy_stool_500_50
Finegoldia magna,0.002,healthy_stool_500_100
Cupriavidus metallidurans,0.000786546843957597,healthy_stool_100_1
Cupriavidus metallidurans,0.00208781251086493,healthy_stool_100_10
Cupriavidus metallidurans,0.00295165504181432,healthy_stool_100_50
Cupriavidus metallidurans,0.01,healthy_stool_100_100
Cupriavidus metallidurans,0.000754243011631921,healthy_stool_500_1
Cupriavidus metallidurans,0.0078959946698846,healthy_stool_500_10
Cupriavidus metallidurans,0.00109885629066454,healthy_stool_500_50
Cupriavidus metallidurans,0.002,healthy_stool_500_100
Desulfovibrio piger,0.000780764466113593,healthy_stool_100_1
Desulfovibrio piger,0.00207246374823496,healthy_stool_100_10
Desulfovibrio piger,0.00292995565436137,healthy_stool_100_50
Desulfovibrio piger,0.01,healthy_stool_100_100
Desulfovibrio piger,0.000748698118644351,healthy_stool_500_1
Desulfovibrio piger,0.00783794647480726,healthy_stool_500_10
Desulfovibrio piger,0.00109077793866593,healthy_stool_500_50
Desulfovibrio piger,0.002,healthy_stool_500_100
Acidaminococcus intestini,0.000763505837893326,healthy_stool_100_1
Acidaminococcus intestini,0.00202665238913352,healthy_stool_100_10
Acidaminococcus intestini,0.00286518962371425,healthy_stool_100_50
Acidaminococcus intestini,0.01,healthy_stool_100_100
Acidaminococcus intestini,0.000732148310040464,healthy_stool_500_1
Acidaminococcus intestini,0.00766469037762293,healthy_stool_500_10
Acidaminococcus intestini,0.00106666653025616,healthy_stool_500_50
Acidaminococcus intestini,0.002,healthy_stool_500_100
Paraprevotella xylaniphila,0.000735302060492443,healthy_stool_100_1
Paraprevotella xylaniphila,0.00195178819030853,healthy_stool_100_10
Paraprevotella xylaniphila,0.00275935000029824,healthy_stool_100_50
Paraprevotella xylaniphila,0.01,healthy_stool_100_100
Paraprevotella xylaniphila,0.000705102874451143,healthy_stool_500_1
Paraprevotella xylaniphila,0.00738155800255998,healthy_stool_500_10
Paraprevotella xylaniphila,0.00102726404780321,healthy_stool_500_50
Paraprevotella xylaniphila,0.002,healthy_stool_500_100
Intestinibacter bartlettii,0.000730837499009916,healthy_stool_100_1
Intestinibacter bartlettii,0.00193993744373145,healthy_stool_100_10
Intestinibacter bartlettii,0.00274259594996974,healthy_stool_100_50
Intestinibacter bartlettii,0.01,healthy_stool_100_100
Intestinibacter bartlettii,0.000700821674514908,healthy_stool_500_1
Intestinibacter bartlettii,0.00733673911613227,healthy_stool_500_10
Intestinibacter bartlettii,0.00102102676961969,healthy_stool_500_50
Intestinibacter bartlettii,0.002,healthy_stool_500_100
Bifidobacterium animalis,0.000704833448340403,healthy_stool_100_1
Bifidobacterium animalis,0.00187091220672484,healthy_stool_100_10
Bifidobacterium animalis,0.00264501118708383,healthy_stool_100_50
Bifidobacterium animalis,0.01,healthy_stool_100_100
Bifidobacterium animalis,0.000675885621891627,healthy_stool_500_1
Bifidobacterium animalis,0.00707568938074874,healthy_stool_500_10
Bifidobacterium animalis,0.00098469744622278,healthy_stool_500_50
Bifidobacterium animalis,0.002,healthy_stool_500_100
Bacteroides salyersiae,0.000697945955738527,healthy_stool_100_1
Bacteroides salyersiae,0.0018526300238731,healthy_stool_100_10
Bacteroides salyersiae,0.00261916466259522,healthy_stool_100_50
Bacteroides salyersiae,0.01,healthy_stool_100_100
Bacteroides salyersiae,0.000669281001705888,healthy_stool_500_1
Bacteroides salyersiae,0.00700654714810097,healthy_stool_500_10
Bacteroides salyersiae,0.000975075178165107,healthy_stool_500_50
Bacteroides salyersiae,0.002,healthy_stool_500_100
Streptococcus parasanguinis,0.000679560063324011,healthy_stool_100_1
Streptococcus parasanguinis,0.00180382645101367,healthy_stool_100_10
Streptococcus parasanguinis,0.00255016837526604,healthy_stool_100_50
Streptococcus parasanguinis,0.01,healthy_stool_100_100
Streptococcus parasanguinis,0.00065165022615476,healthy_stool_500_1
Streptococcus parasanguinis,0.00682197465935304,healthy_stool_500_10
Streptococcus parasanguinis,0.000949388909515784,healthy_stool_500_50
Streptococcus parasanguinis,0.002,healthy_stool_500_100
Eggerthella lenta,0.000587316210973099,healthy_stool_100_1
Eggerthella lenta,0.00155897406813513,healthy_stool_100_10
Eggerthella lenta,0.00220400713393682,healthy_stool_100_50
Eggerthella lenta,0.01,healthy_stool_100_100
Eggerthella lenta,0.00056319487027079,healthy_stool_500_1
